,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,JENNIE - Mantra (Official Music Video),JENNIE,"Official music video for “Mantra” by JENNIE out now: https://jennie.lnk.to/mantra

Directed by Tanu Muino

Follow JENNIE -

Instagram: https://www.instagram.com/jennierubyjane
TikTok: https://w...",6720661,2024-10-10,2:28,CA,2024-10-11
1,video,Hurricane Milton: Tornado sweeps over bridge during meteorologist's live report,FOX 4 Now,Fox 4 Meteorologist Trent Aric was live on air as an apparent tornado sweeped over the Matlacha Bridge. Conditions deteriorated rapidly on Wednesday as Hurricane Milton approached.,7716966,2024-10-10,4:23,CA,2024-10-11
2,shorts_listing,Trending Shorts,,,,,,CA,2024-10-11
3,video,Port Antonio,J. Cole,,2587262,2024-10-10,5:17,CA,2024-10-11
4,video,THE HATE ON MY MUSIC IS FORCED,JJ Olatunji,"KSI - Thick Of It (feat. Trippie Redd) 
Listen Now: https://lnk.to/Thickofit_Low

SEND CLIPS AND IDEAS USING #ksitntl #ksireacts on X, TikTok and Instagram. 

KSI X/Twitter Community: https://x.com...",2663137,2024-10-10,19:27,CA,2024-10-11
5,video,Season 13: Spellbinder Official Trailer | Overwatch 2,PlayOverwatch,Transform into the ultimate master of witchcraft with the Mythic Spellbinder Widowmaker skin. Go from potions apprentice to master of witchcraft by unlocking all four levels with the Mythic...,521745,2024-10-10,2:31,CA,2024-10-11
6,video,"NHL Highlights | Canadiens vs. Maple Leafs - October 9, 2024",SPORTSNET,The Montreal Canadiens hand the Toronto Maple Leafs their first shutout loss in nearly three years and hold onto a narrow 1-0 lead thanks to a Cole Caufield goal in the first period and behind...,162358,2024-10-10,10:19,CA,2024-10-11
7,video,Multiple deaths confirmed after Hurricane Milton makes landfall in Florida,CBS New York,"Hurricane Milton made landfall as a Category 3 storm Wednesday, and it has already claimed lives. Rob Marciano, Lonnie Quinn, Dick Brennan and Alecia Reid report.",1441778,2024-10-10,9:54,CA,2024-10-11
8,video,Dream Theater - Night Terror (Official Video),Dream Theater,"The wait is over! ""Night Terror"" is out now and it’s the first glimpse into Parasomnia, a special new chapter for us as bandmates and as brothers. We’re excited for you to experience it...",744617,2024-10-10,10:12,CA,2024-10-11
9,video,"In Tampa & Sarasota, Hurricane Milton damage comes before landfall; Tornadoes hit South Florida, too",Sarasota Herald-Tribune,"Before Hurricane Milton made landfall in Siesta Key on Oct. 9, strong winds and rain from the storm impacted both Tampa and Sarasota. Tornadoes also left damage in Fort Myers and Broward County, too.",1360345,2024-10-10,10:01,CA,2024-10-11
