,type,title,description,viewCount,lengthText,country,date
12,video,12 A.M Study Session 📚 [lofi hip hop],"💿| Listen everywhere
→ https://fanlink.tv/12AMStudySession

🎶 | Tracklist
[00:00] Tibeauthetraveler x So.Lo - Goodnight
[02:56] eaup x Epona - Seashells
[05:11] Lawrence Walther x Tibeauthe...",7045261,1:02:00,IT,2024-10-13
13,video,"Best Classic Rock Songs 70s 80s 90s 🔥 Guns N' Roses, Aerosmith, Bon Jovi, Metallica, Queen, ACDC, U2","https://youtu.be/YpZLZxTHuRE
---------------------------------------------------------------
💙 Thanks for Watching! 💙
If you enjoyed the video, please give us a thumbs up and share it...",385774,3:10:48,IT,2024-10-13
14,video,"Italy Cafe Shop Ambience ☕ Outdoor Cafe Vibes & Relaxing Bosa Nova Piano Jazz for Study, Relax, Work","Italy Cafe Shop Ambience ☕ Outdoor Cafe Vibes & Relaxing Bosa Nova Piano Jazz for Study, Relax, Work
https://www.youtube.com/playlist?list=PLt7p0wVHicWngF2l1Nl0bygyo2RzSzmLX
  #italycafe...",622429,11:54:58,IT,2024-10-13
15,video,L'INTELLIGENZA ARTIFICIALE FA PAURA? 👀 Prof. LUCIANO FLORIDI passa dal BSMT!,È tempo di MASTERCLASS al BSMT. Parliamo di filosofia dell'informazione e di intelligenza artificiale con uno dei massimi esperti mondiali nel campo dell'etica applicata al mondo digitale....,97740,1:47:43,IT,2024-10-13
16,video,RESTORATION OF THE NERVOUS SYSTEM 🌸 Gentle music that calms the nervous system and pleases the soul,"RESTORATION OF THE NERVOUS SYSTEM 🌸 Gentle music that calms the nervous system and pleases the soul #60 
 @soothingmelodies48 @SoothingRelaxation @loveyourself.alexander @HealingHeart2910...",1199604,3:42:00,IT,2024-10-13
17,video,NFL Predictions and Best Bets For EVERY Week 6 Game [Commanders at Ravens and MORE],"Pete Prisco and Kyle Long join CBS Sports HQ with their Week 5 NFL picks and best bets

2:01 - 3:54 49ers at Seahawks
3:56 - 5:58 Jaguars at Bears (London Game)
6:01 - 7:47 Bengals at Giants...",124946,30:46,IT,2024-10-13
18,video,2000 Pound Table,"Attempting to build my biggest project yet. A giant timber-framed table with built-in benches. Made with mortise and tenon joinery, half-lap joints, and lots of wood pegs. 
Sandpaper Storage...",950835,46:50,IT,2024-10-13
19,video,The History of Minnesota,"Please enjoy this drone tour through the early History of Minnesota!  We explore the landscape of the state of Minnesota and many sites from Minnesota history.  
We tell the story the story...",165831,24:02,IT,2024-10-13
20,video,Chopin - Relaxing Classical Music,"🎵 Buy the MP3 album on the Halidon Music Store: https://bit.ly/2AmTcYZ
🎧 Listen to our playlist on Spotify: http://bit.ly/ChopinEssentialClassics

💿 Order ""Chopin: Classical Piano...",25428753,2:41:00,IT,2024-10-13
21,video,SCARY SHREK WEEK RECAP - OCTOBER/2024 #gmod,SCARY SHREK WEEK RECAP - OCTOBER/2024 #gmod,560,24:28,IT,2024-10-13
22,video,"432Hz- Whole Body Healing Frequency, Melatonin Release, Stop Overthinking, Worry & Stress","Alpha wave music is music that can heal the body and soul. Very suitable for meditation, relaxation and help you easily fall asleep. Listen to this sound, you will improve your health, your...",4200427,11:54:59,IT,2024-10-13
